CONTENT,CLASS,content_lower,content_lower_rn,remove_numbers,content_tokenized,normalized,content_stopwords,content_lemma
"Part 2. Holy Mary, pray for us Holy Mother of God, pray for us Holy Virgin of virgins, pray for us Mother of Christ, pray for us Mother of divine grace, pray for us Mother most pure, pray for us Mother most chaste, pray for us Mother inviolate, pray for us Mother undefiled, pray for us Mother most amiable, pray for us Mother most admirable, pray for us Mother of good counsel, pray for us Mother of our Creator, pray for us Mother of our Redeemer, pray for us ",1,"part 2. holy mary, pray for us holy mother of god, pray for us holy virgin of virgins, pray for us mother of christ, pray for us mother of divine grace, pray for us mother most pure, pray for us mother most chaste, pray for us mother inviolate, pray for us mother undefiled, pray for us mother most amiable, pray for us mother most admirable, pray for us mother of good counsel, pray for us mother of our creator, pray for us mother of our redeemer, pray for us ",part holy mary pray for us holy mother of god pray for us holy virgin of virgins pray for us mother of christ pray for us mother of divine grace pray for us mother most pure pray for us mother most chaste pray for us mother inviolate pray for us mother undefiled pray for us mother most amiable pray for us mother most admirable pray for us mother of good counsel pray for us mother of our creator pray for us mother of our redeemer pray for us,part holy mary pray for us holy mother of god pray for us holy virgin of virgins pray for us mother of christ pray for us mother of divine grace pray for us mother most pure pray for us mother most chaste pray for us mother inviolate pray for us mother undefiled pray for us mother most amiable pray for us mother most admirable pray for us mother of good counsel pray for us mother of our creator pray for us mother of our redeemer pray for us,"['part', 'holy', 'mary', 'pray', 'for', 'us', 'holy', 'mother', 'of', 'god', 'pray', 'for', 'us', 'holy', 'virgin', 'of', 'virgins', 'pray', 'for', 'us', 'mother', 'of', 'christ', 'pray', 'for', 'us', 'mother', 'of', 'divine', 'grace', 'pray', 'for', 'us', 'mother', 'most', 'pure', 'pray', 'for', 'us', 'mother', 'most', 'chaste', 'pray', 'for', 'us', 'mother', 'inviolate', 'pray', 'for', 'us', 'mother', 'undefiled', 'pray', 'for', 'us', 'mother', 'most', 'amiable', 'pray', 'for', 'us', 'mother', 'most', 'admirable', 'pray', 'for', 'us', 'mother', 'of', 'good', 'counsel', 'pray', 'for', 'us', 'mother', 'of', 'our', 'creator', 'pray', 'for', 'us', 'mother', 'of', 'our', 'redeemer', 'pray', 'for', 'us']","['part', 'holy', 'mary', 'pray', 'for', 'us', 'holy', 'mother', 'of', 'god', 'pray', 'for', 'us', 'holy', 'virgin', 'of', 'virgins', 'pray', 'for', 'us', 'mother', 'of', 'christ', 'pray', 'for', 'us', 'mother', 'of', 'divine', 'grace', 'pray', 'for', 'us', 'mother', 'most', 'pure', 'pray', 'for', 'us', 'mother', 'most', 'chaste', 'pray', 'for', 'us', 'mother', 'inviolate', 'pray', 'for', 'us', 'mother', 'undefiled', 'pray', 'for', 'us', 'mother', 'most', 'amiable', 'pray', 'for', 'us', 'mother', 'most', 'admirable', 'pray', 'for', 'us', 'mother', 'of', 'good', 'counsel', 'pray', 'for', 'us', 'mother', 'of', 'our', 'creator', 'pray', 'for', 'us', 'mother', 'of', 'our', 'redeemer', 'pray', 'for', 'us']","['holy', 'mary', 'pray', 'holy', 'mother', 'god', 'pray', 'holy', 'virgin', 'virgins', 'pray', 'mother', 'christ', 'pray', 'mother', 'divine', 'grace', 'pray', 'mother', 'pure', 'pray', 'mother', 'chaste', 'pray', 'mother', 'inviolate', 'pray', 'mother', 'undefiled', 'pray', 'mother', 'amiable', 'pray', 'mother', 'admirable', 'pray', 'mother', 'good', 'counsel', 'pray', 'mother', 'creator', 'pray', 'mother', 'redeemer', 'pray']","['holy', 'mary', 'pray', 'holy', 'mother', 'god', 'pray', 'holy', 'virgin', 'virgin', 'pray', 'mother', 'christ', 'pray', 'mother', 'divine', 'grace', 'pray', 'mother', 'pure', 'pray', 'mother', 'chaste', 'pray', 'mother', 'inviolate', 'pray', 'mother', 'undefiled', 'pray', 'mother', 'amiable', 'pray', 'mother', 'admirable', 'pray', 'mother', 'good', 'counsel', 'pray', 'mother', 'creator', 'pray', 'mother', 'redeemer', 'pray']"
Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,1,hi.. everyone.. if anyone after real online work. i can help u. earn lots of money. it&#39;s fun. it&#39;s real and affiliated company.. u not think u r working. it&#39;s easy and enjoyable. for more info contact me .. neeru105@ gmail.com,hi everyone if anyone after real online work i can help u earn lots of money its fun its real and affiliated company u not think u r working its easy and enjoyable for more info contact me neeru105 url,hi everyone if anyone after real online work i can help u earn lots of money its fun its real and affiliated company u not think u r working its easy and enjoyable for more info contact me url,"['hi', 'everyone', 'if', 'anyone', 'after', 'real', 'online', 'work', 'i', 'can', 'help', 'u', 'earn', 'lots', 'of', 'money', 'its', 'fun', 'its', 'real', 'and', 'affiliated', 'company', 'u', 'not', 'think', 'u', 'r', 'working', 'its', 'easy', 'and', 'enjoyable', 'for', 'more', 'info', 'contact', 'me', 'url']","['hi', 'everyone', 'if', 'anyone', 'after', 'real', 'online', 'work', 'i', 'can', 'help', 'you', 'earn', 'lots', 'of', 'money', 'its', 'fun', 'its', 'real', 'and', 'affiliated', 'company', 'you', 'not', 'think', 'you', 'are', 'working', 'its', 'easy', 'and', 'enjoyable', 'for', 'more', 'info', 'contact', 'me', 'url']","['hi', 'everyone', 'anyone', 'real', 'online', 'work', 'help', 'earn', 'lots', 'money', 'fun', 'real', 'affiliated', 'company', 'working', 'easy', 'enjoyable', 'info', 'contact', 'url']","['hi', 'everyone', 'anyone', 'real', 'online', 'work', 'help', 'earn', 'lots', 'money', 'fun', 'real', 'affiliate', 'company', 'work', 'easy', 'enjoyable', 'info', 'contact', 'url']"
Nice song ^_^,0,nice song ^_^,nice song,nice song,"['nice', 'song']","['nice', 'song']","['nice', 'song']","['nice', 'song']"
god she is so sexy! drives me crazy!,0,god she is so sexy! drives me crazy!,god she is so sexy drives me crazy,god she is so sexy drives me crazy,"['god', 'she', 'is', 'so', 'sexy', 'drives', 'me', 'crazy']","['god', 'she', 'is', 'so', 'sexy', 'drives', 'me', 'crazy']","['god', 'sexy', 'drives', 'crazy']","['god', 'sexy', 'drive', 'crazy']"
WOw,0,wow,wow,wow,['wow'],['wow'],['wow'],['wow']
shakira is the best!,0,shakira is the best!,shakira is the best,shakira is the best,"['shakira', 'is', 'the', 'best']","['shakira', 'is', 'the', 'best']","['shakira', 'best']","['shakira', 'best']"
Nice,0,nice,nice,nice,['nice'],['nice'],['nice'],['nice']
Shakira,0,shakira,shakira,shakira,['shakira'],['shakira'],['shakira'],['shakira']
Shakira :-*,0,shakira :-*,shakira,shakira,['shakira'],['shakira'],['shakira'],['shakira']
the best!,0,the best!,the best,the best,"['the', 'best']","['the', 'best']",['best'],['best']
"Hey Youtubers and All Music lover&#39;s, Guess most of you all skip these comments, but for you who is still reading this, thanks ! I dont have any money for advertisiments, no chance of getting heard, nothing. All that&#39;s left is spam, sorry. Im 17, Rapper/Singer from Estonia. Please listen my new cover on my account. You wont regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence ",1,"hey youtubers and all music lover&#39;s, guess most of you all skip these comments, but for you who is still reading this, thanks ! i dont have any money for advertisiments, no chance of getting heard, nothing. all that&#39;s left is spam, sorry. im 17, rapper/singer from estonia. please listen my new cover on my account. you wont regret it. give me just a chance, please. take half a second of your life and thumb this comment up. it will maybe change my life, for real. thank you wafence ",hey youtubers and all music lovers guess most of you all skip these comments but for you who is still reading this thanks i dont have any money for advertisiments no chance of getting heard nothing all thats left is spam sorry im rappersinger from estonia please listen my new cover on my account you wont regret it give me just a chance please take half a second of your life and thumb this comment up it will maybe change my life for real thank you wafence,hey youtubers and all music lovers guess most of you all skip these comments but for you who is still reading this thanks i dont have any money for advertisiments no chance of getting heard nothing all thats left is spam sorry im rappersinger from estonia please listen my new cover on my account you wont regret it give me just a chance please take half a second of your life and thumb this comment up it will maybe change my life for real thank you wafence,"['hey', 'youtubers', 'and', 'all', 'music', 'lovers', 'guess', 'most', 'of', 'you', 'all', 'skip', 'these', 'comments', 'but', 'for', 'you', 'who', 'is', 'still', 'reading', 'this', 'thanks', 'i', 'dont', 'have', 'any', 'money', 'for', 'advertisiments', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'all', 'thats', 'left', 'is', 'spam', 'sorry', 'im', 'rappersinger', 'from', 'estonia', 'please', 'listen', 'my', 'new', 'cover', 'on', 'my', 'account', 'you', 'wont', 'regret', 'it', 'give', 'me', 'just', 'a', 'chance', 'please', 'take', 'half', 'a', 'second', 'of', 'your', 'life', 'and', 'thumb', 'this', 'comment', 'up', 'it', 'will', 'maybe', 'change', 'my', 'life', 'for', 'real', 'thank', 'you', 'wafence']","['hey', 'youtubers', 'and', 'all', 'music', 'lovers', 'guess', 'most', 'of', 'you', 'all', 'skip', 'these', 'comments', 'but', 'for', 'you', 'who', 'is', 'still', 'reading', 'this', 'thanks', 'i', 'dont', 'have', 'any', 'money', 'for', 'advertisiments', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'all', 'thats', 'left', 'is', 'spam', 'sorry', 'im', 'rappersinger', 'from', 'estonia', 'please', 'listen', 'my', 'new', 'cover', 'on', 'my', 'account', 'you', 'wont', 'regret', 'it', 'give', 'me', 'just', 'a', 'chance', 'please', 'take', 'half', 'a', 'second', 'of', 'your', 'life', 'and', 'thumb', 'this', 'comment', 'up', 'it', 'will', 'maybe', 'change', 'my', 'life', 'for', 'real', 'thank', 'you', 'wafence']","['hey', 'youtubers', 'music', 'lovers', 'guess', 'skip', 'comments', 'who', 'still', 'reading', 'thanks', 'dont', 'money', 'advertisiments', 'chance', 'heard', 'thats', 'left', 'spam', 'sorry', 'rappersinger', 'estonia', 'listen', 'new', 'cover', 'account', 'wont', 'regret', 'chance', 'half', 'second', 'life', 'thumb', 'comment', 'maybe', 'change', 'life', 'real', 'thank', 'wafence']","['hey', 'youtubers', 'music', 'lover', 'guess', 'skip', 'comment', 'who', 'still', 'read', 'thanks', 'dont', 'money', 'advertisiments', 'chance', 'heard', 'thats', 'leave', 'spam', 'sorry', 'rappersinger', 'estonia', 'listen', 'new', 'cover', 'account', 'wont', 'regret', 'chance', 'half', 'second', 'life', 'thumb', 'comment', 'maybe', 'change', 'life', 'real', 'thank', 'wafence']"
do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,1,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,do you want to make some easy money check out my page tvcmcadavid url dont miss out on this opportunity give thumbs up i would apprecitate it,do you want to make some easy money check out my page tvcmcadavid url dont miss out on this opportunity give thumbs up i would apprecitate it,"['do', 'you', 'want', 'to', 'make', 'some', 'easy', 'money', 'check', 'out', 'my', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'out', 'on', 'this', 'opportunity', 'give', 'thumbs', 'up', 'i', 'would', 'apprecitate', 'it']","['do', 'you', 'want', 'to', 'make', 'some', 'easy', 'money', 'check', 'out', 'my', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'out', 'on', 'this', 'opportunity', 'give', 'thumbs', 'up', 'i', 'would', 'apprecitate', 'it']","['want', 'easy', 'money', 'check', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'opportunity', 'thumbs', 'apprecitate']","['want', 'easy', 'money', 'check', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'opportunity', 'thumb', 'apprecitate']"
"PLEASE CHECK OUT THIS VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U :)",1,"please check out this video called &quot;we love mind master it&quot;, thank u :)",please check out this video called we love mind master it thank u,please check out this video called we love mind master it thank u,"['please', 'check', 'out', 'this', 'video', 'called', 'we', 'love', 'mind', 'master', 'it', 'thank', 'u']","['please', 'check', 'out', 'this', 'video', 'called', 'we', 'love', 'mind', 'master', 'it', 'thank', 'you']","['check', 'video', 'called', 'love', 'mind', 'master', 'thank']","['check', 'video', 'call', 'love', 'mind', 'master', 'thank']"
WAYS TO MAKE MONEY 50k Per Month Search google Now &gt;&gt; 9nl.me/make-money-without-investment-1,1,ways to make money 50k per month search google now &gt;&gt; 9nl.me/make-money-without-investment-1,ways to make money per month search google now url,ways to make money per month search google now url,"['ways', 'to', 'make', 'money', 'per', 'month', 'search', 'google', 'now', 'url']","['ways', 'to', 'make', 'money', 'per', 'month', 'search', 'google', 'now', 'url']","['money', 'month', 'search', 'google', 'now', 'url']","['money', 'month', 'search', 'google', 'now', 'url']"
Meet The Richest Online Marketer  NOW CLICK : bit.ly/make-money-without-adroid,1,meet the richest online marketer  now click : bit.ly/make-money-without-adroid,meet the richest online marketer now click url,meet the richest online marketer now click url,"['meet', 'the', 'richest', 'online', 'marketer', 'now', 'click', 'url']","['meet', 'the', 'richest', 'online', 'marketer', 'now', 'click', 'url']","['meet', 'richest', 'online', 'marketer', 'now', 'click', 'url']","['meet', 'rich', 'online', 'marketer', 'now', 'click', 'url']"
How did you know that people makes another account just for subscribing itself and liking??? :),1,how did you know that people makes another account just for subscribing itself and liking??? :),how did you know that people makes another account just for subscribing itself and liking,how did you know that people makes another account just for subscribing itself and liking,"['how', 'did', 'you', 'know', 'that', 'people', 'makes', 'another', 'account', 'just', 'for', 'subscribing', 'itself', 'and', 'liking']","['how', 'did', 'you', 'know', 'that', 'people', 'makes', 'another', 'account', 'just', 'for', 'subscribing', 'itself', 'and', 'liking']","['account', 'subscribing', 'liking']","['account', 'subscribe', 'like']"
:) I&#39;ll subscribe to you. You look Nice :),1,:) i&#39;ll subscribe to you. you look nice :),ill subscribe to you you look nice,ill subscribe to you you look nice,"['ill', 'subscribe', 'to', 'you', 'you', 'look', 'nice']","['ill', 'subscribe', 'to', 'you', 'you', 'look', 'nice']","['ill', 'subscribe', 'look', 'nice']","['ill', 'subscribe', 'look', 'nice']"
Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,1,hey dickwad - we&#39;re all africans. the colour of your skin just tells us something about how long ago your ancestors left africa.   check out baba brinkman - he has a song called &quot;i&#39;m a african&quot;   go learn something.,hey dickwad were all africans the colour of your skin just tells us something about how long ago your ancestors left africa check out baba brinkman he has a song called im a african go learn something,hey dickwad were all africans the colour of your skin just tells us something about how long ago your ancestors left africa check out baba brinkman he has a song called im a african go learn something,"['hey', 'dickwad', 'were', 'all', 'africans', 'the', 'colour', 'of', 'your', 'skin', 'just', 'tells', 'us', 'something', 'about', 'how', 'long', 'ago', 'your', 'ancestors', 'left', 'africa', 'check', 'out', 'baba', 'brinkman', 'he', 'has', 'a', 'song', 'called', 'im', 'a', 'african', 'go', 'learn', 'something']","['hey', 'dickwad', 'were', 'all', 'africans', 'the', 'colour', 'of', 'your', 'skin', 'just', 'tells', 'us', 'something', 'about', 'how', 'long', 'ago', 'your', 'ancestors', 'left', 'africa', 'check', 'out', 'baba', 'brinkman', 'he', 'has', 'a', 'song', 'called', 'im', 'a', 'african', 'go', 'learn', 'something']","['hey', 'dickwad', 'africans', 'colour', 'skin', 'long', 'ago', 'ancestors', 'left', 'africa', 'check', 'baba', 'brinkman', 'song', 'called', 'african', 'learn']","['hey', 'dickwad', 'africans', 'colour', 'skin', 'long', 'ago', 'ancestor', 'leave', 'africa', 'check', 'baba', 'brinkman', 'song', 'call', 'african', 'learn']"
WOW muslims are really egoistic..... 23% of the World population and not in this video or donating 1 dollar to the poor ones in Africa :( shame on those terrorist muslims,1,wow muslims are really egoistic..... 23% of the world population and not in this video or donating 1 dollar to the poor ones in africa :( shame on those terrorist muslims,wow muslims are really egoistic of the world population and not in this video or donating dollar to the poor ones in africa shame on those terrorist muslims,wow muslims are really egoistic of the world population and not in this video or donating dollar to the poor ones in africa shame on those terrorist muslims,"['wow', 'muslims', 'are', 'really', 'egoistic', 'of', 'the', 'world', 'population', 'and', 'not', 'in', 'this', 'video', 'or', 'donating', 'dollar', 'to', 'the', 'poor', 'ones', 'in', 'africa', 'shame', 'on', 'those', 'terrorist', 'muslims']","['wow', 'muslims', 'are', 'really', 'egoistic', 'of', 'the', 'world', 'population', 'and', 'not', 'in', 'this', 'video', 'or', 'donating', 'dollar', 'to', 'the', 'poor', 'ones', 'in', 'africa', 'shame', 'on', 'those', 'terrorist', 'muslims']","['wow', 'muslims', 'really', 'egoistic', 'world', 'population', 'video', 'donating', 'dollar', 'poor', 'ones', 'africa', 'shame', 'terrorist', 'muslims']","['wow', 'muslim', 'really', 'egoistic', 'world', 'population', 'video', 'donate', 'dollar', 'poor', 'one', 'africa', 'shame', 'terrorist', 'muslim']"
Wats Good Go Check Out My Music On Da Channel Ik Yall Got me,1,wats good go check out my music on da channel ik yall got me,wats good go check out my music on da channel ik yall got me,wats good go check out my music on da channel ik yall got me,"['wats', 'good', 'go', 'check', 'out', 'my', 'music', 'on', 'da', 'channel', 'ik', 'yall', 'got', 'me']","['wats', 'good', 'go', 'check', 'out', 'my', 'music', 'on', 'da', 'channel', 'ik', 'yall', 'got', 'me']","['wats', 'good', 'check', 'music', 'da', 'channel', 'ik', 'yall']","['wats', 'good', 'check', 'music', 'da', 'channel', 'ik', 'yall']"
I Know Y&#39;all Can Check Out Amy Music Because Yall Got Me Go To Da Channel,1,i know y&#39;all can check out amy music because yall got me go to da channel,i know yall can check out amy music because yall got me go to da channel,i know yall can check out amy music because yall got me go to da channel,"['i', 'know', 'yall', 'can', 'check', 'out', 'amy', 'music', 'because', 'yall', 'got', 'me', 'go', 'to', 'da', 'channel']","['i', 'know', 'yall', 'can', 'check', 'out', 'amy', 'music', 'because', 'yall', 'got', 'me', 'go', 'to', 'da', 'channel']","['yall', 'check', 'amy', 'music', 'yall', 'da', 'channel']","['yall', 'check', 'amy', 'music', 'yall', 'da', 'channel']"
Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!,1,northland paranormal society is now on youtube! check out our channel of real paranormal evidence!! facebook/ northland paranormal society!!!,northland paranormal society is now on youtube check out our channel of real paranormal evidence facebook northland paranormal society,northland paranormal society is now on youtube check out our channel of real paranormal evidence facebook northland paranormal society,"['northland', 'paranormal', 'society', 'is', 'now', 'on', 'youtube', 'check', 'out', 'our', 'channel', 'of', 'real', 'paranormal', 'evidence', 'facebook', 'northland', 'paranormal', 'society']","['northland', 'paranormal', 'society', 'is', 'now', 'on', 'youtube', 'check', 'out', 'our', 'channel', 'of', 'real', 'paranormal', 'evidence', 'facebook', 'northland', 'paranormal', 'society']","['northland', 'paranormal', 'society', 'now', 'youtube', 'check', 'channel', 'real', 'paranormal', 'evidence', 'facebook', 'northland', 'paranormal', 'society']","['northland', 'paranormal', 'society', 'now', 'youtube', 'check', 'channel', 'real', 'paranormal', 'evidence', 'facebook', 'northland', 'paranormal', 'society']"
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donât have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. Iâm an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1,"hello everyone :) i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i donât have any money for advertisements, no chance of getting heard, nothing. i live in such a small town... if this comes off as spam, sorry. iâm an instrumental songwriter from columbus, mississippi. please go to my channel and check out my original music. it would be highly appreciated if you thumbs up this comment so my music can be heard! thank you, adam whitney ",hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing i live in such a small town if this comes off as spam sorry i m an instrumental songwriter from columbus mississippi please go to my channel and check out my original music it would be highly appreciated if you thumbs up this comment so my music can be heard thank you adam whitney,hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing i live in such a small town if this comes off as spam sorry i m an instrumental songwriter from columbus mississippi please go to my channel and check out my original music it would be highly appreciated if you thumbs up this comment so my music can be heard thank you adam whitney,"['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'i', 'live', 'in', 'such', 'a', 'small', 'town', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'm', 'an', 'instrumental', 'songwriter', 'from', 'columbus', 'mississippi', 'please', 'go', 'to', 'my', 'channel', 'and', 'check', 'out', 'my', 'original', 'music', 'it', 'would', 'be', 'highly', 'appreciated', 'if', 'you', 'thumbs', 'up', 'this', 'comment', 'so', 'my', 'music', 'can', 'be', 'heard', 'thank', 'you', 'adam', 'whitney']","['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'i', 'live', 'in', 'such', 'a', 'small', 'town', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'm', 'an', 'instrumental', 'songwriter', 'from', 'columbus', 'mississippi', 'please', 'go', 'to', 'my', 'channel', 'and', 'check', 'out', 'my', 'original', 'music', 'it', 'would', 'be', 'highly', 'appreciated', 'if', 'you', 'thumbs', 'up', 'this', 'comment', 'so', 'my', 'music', 'can', 'be', 'heard', 'thank', 'you', 'adam', 'whitney']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comments', 'who', 'still', 'reading', 'thanks', 'don', 't', 'money', 'advertisements', 'chance', 'heard', 'live', 'small', 'town', 'spam', 'sorry', 'm', 'instrumental', 'songwriter', 'columbus', 'mississippi', 'channel', 'check', 'original', 'music', 'highly', 'appreciated', 'thumbs', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comment', 'who', 'still', 'read', 'thanks', 'don', 't', 'money', 'advertisement', 'chance', 'hear', 'live', 'small', 'town', 'spam', 'sorry', 'm', 'instrumental', 'songwriter', 'columbus', 'mississippi', 'channel', 'check', 'original', 'music', 'highly', 'appreciate', 'thumbs', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']"
SO THEN HOW ARE YOU GOING TO CALL YOURSELF A INSTRUMENTAL SONGWRITER IF THERES NO SINGING THERES NO SONG TO WRITE!?!?! LOL.   YOU GOT ALOT TO LEARN KID BUT HEY DON&#39;T FORGET TO SUBSCRIBE!,1,so then how are you going to call yourself a instrumental songwriter if theres no singing theres no song to write!?!?! lol.   you got alot to learn kid but hey don&#39;t forget to subscribe!,so then how are you going to call yourself a instrumental songwriter if theres no singing theres no song to write lol you got alot to learn kid but hey dont forget to subscribe,so then how are you going to call yourself a instrumental songwriter if theres no singing theres no song to write lol you got alot to learn kid but hey dont forget to subscribe,"['so', 'then', 'how', 'are', 'you', 'going', 'to', 'call', 'yourself', 'a', 'instrumental', 'songwriter', 'if', 'theres', 'no', 'singing', 'theres', 'no', 'song', 'to', 'write', 'lol', 'you', 'got', 'alot', 'to', 'learn', 'kid', 'but', 'hey', 'dont', 'forget', 'to', 'subscribe']","['so', 'then', 'how', 'are', 'you', 'going', 'to', 'call', 'yourself', 'a', 'instrumental', 'songwriter', 'if', 'theres', 'no', 'singing', 'theres', 'no', 'song', 'to', 'write', 'laughing out loud', 'you', 'got', 'alot', 'to', 'learn', 'kid', 'but', 'hey', 'dont', 'forget', 'to', 'subscribe']","['call', 'instrumental', 'songwriter', 'theres', 'singing', 'theres', 'song', 'write', 'laughing out loud', 'alot', 'learn', 'kid', 'hey', 'dont', 'forget', 'subscribe']","['call', 'instrumental', 'songwriter', 'there', 'sing', 'there', 'song', 'write', 'laughing out loud', 'alot', 'learn', 'kid', 'hey', 'dont', 'forget', 'subscribe']"
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donât have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. Iâm an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1,"hello everyone :) i know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! i donât have any money for advertisements, no chance of getting heard, nothing. i live in such a small town... if this comes off as spam, sorry. iâm an instrumental songwriter from columbus, mississippi. please go to my channel and check out my original music. it would be highly appreciated if you thumbs up this comment so my music can be heard! thank you, adam whitney ",hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing i live in such a small town if this comes off as spam sorry i m an instrumental songwriter from columbus mississippi please go to my channel and check out my original music it would be highly appreciated if you thumbs up this comment so my music can be heard thank you adam whitney,hello everyone i know most of you probably pass up these kind of comments but for those who are still reading this thanks i don t have any money for advertisements no chance of getting heard nothing i live in such a small town if this comes off as spam sorry i m an instrumental songwriter from columbus mississippi please go to my channel and check out my original music it would be highly appreciated if you thumbs up this comment so my music can be heard thank you adam whitney,"['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'i', 'live', 'in', 'such', 'a', 'small', 'town', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'm', 'an', 'instrumental', 'songwriter', 'from', 'columbus', 'mississippi', 'please', 'go', 'to', 'my', 'channel', 'and', 'check', 'out', 'my', 'original', 'music', 'it', 'would', 'be', 'highly', 'appreciated', 'if', 'you', 'thumbs', 'up', 'this', 'comment', 'so', 'my', 'music', 'can', 'be', 'heard', 'thank', 'you', 'adam', 'whitney']","['hello', 'everyone', 'i', 'know', 'most', 'of', 'you', 'probably', 'pass', 'up', 'these', 'kind', 'of', 'comments', 'but', 'for', 'those', 'who', 'are', 'still', 'reading', 'this', 'thanks', 'i', 'don', 't', 'have', 'any', 'money', 'for', 'advertisements', 'no', 'chance', 'of', 'getting', 'heard', 'nothing', 'i', 'live', 'in', 'such', 'a', 'small', 'town', 'if', 'this', 'comes', 'off', 'as', 'spam', 'sorry', 'i', 'm', 'an', 'instrumental', 'songwriter', 'from', 'columbus', 'mississippi', 'please', 'go', 'to', 'my', 'channel', 'and', 'check', 'out', 'my', 'original', 'music', 'it', 'would', 'be', 'highly', 'appreciated', 'if', 'you', 'thumbs', 'up', 'this', 'comment', 'so', 'my', 'music', 'can', 'be', 'heard', 'thank', 'you', 'adam', 'whitney']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comments', 'who', 'still', 'reading', 'thanks', 'don', 't', 'money', 'advertisements', 'chance', 'heard', 'live', 'small', 'town', 'spam', 'sorry', 'm', 'instrumental', 'songwriter', 'columbus', 'mississippi', 'channel', 'check', 'original', 'music', 'highly', 'appreciated', 'thumbs', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']","['hello', 'everyone', 'probably', 'pass', 'kind', 'comment', 'who', 'still', 'read', 'thanks', 'don', 't', 'money', 'advertisement', 'chance', 'hear', 'live', 'small', 'town', 'spam', 'sorry', 'm', 'instrumental', 'songwriter', 'columbus', 'mississippi', 'channel', 'check', 'original', 'music', 'highly', 'appreciate', 'thumbs', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']"
