CONTENT,CLASS,content_lower,normalized,content_rn,content_tokenized,content_filter,content_stopwords,content_stemm
Anybody else here in 2015?﻿,0,anybody else here in 2015?﻿,anybody else here in 2015?﻿,anybody else here in numeric,"['anybody', 'else', 'here', 'in', 'numeric']","['anybody', 'else', 'here', 'in', 'numeric']","['anybody', 'else', 'numeric']","['anybodi', 'els', 'numer']"
"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",1,"hi i&#39;m lil m !!! check out love the way you lie!!!! my live performance and many others,,, videos and my own lyrics!!!!! thanks","hi i&#39;m lil m !!! check out love the way you lie!!!! my live performance and many others,,, videos and my own lyrics!!!!! thank",hi i m lil m check out love the way you lie my live performance and many others videos and my own lyrics thank,"['hi', 'i', 'm', 'lil', 'm', 'check', 'out', 'love', 'the', 'way', 'you', 'lie', 'my', 'live', 'performance', 'and', 'many', 'others', 'videos', 'and', 'my', 'own', 'lyrics', 'thank']","['hi', 'i', 'lil', 'check', 'out', 'love', 'the', 'way', 'you', 'lie', 'my', 'live', 'performance', 'and', 'many', 'others', 'videos', 'and', 'my', 'own', 'lyrics', 'thank']","['hi', 'i', 'lil', 'check', 'love', 'way', 'you', 'lie', 'my', 'live', 'performance', 'many', 'others', 'videos', 'my', 'lyrics', 'thank']","['hi', 'i', 'lil', 'check', 'love', 'way', 'you', 'lie', 'my', 'live', 'perform', 'mani', 'other', 'video', 'my', 'lyric', 'thank']"
I&#39;m subscribing to you just because your comment was that great.,1,i&#39;m subscribing to you just because your comment was that great.,i&#39;m subscribing to you just because your comment was that great.,i m subscribing to you just because your comment was that great,"['i', 'm', 'subscribing', 'to', 'you', 'just', 'because', 'your', 'comment', 'was', 'that', 'great']","['i', 'subscribing', 'to', 'you', 'just', 'because', 'your', 'comment', 'was', 'that', 'great']","['i', 'subscribing', 'you', 'just', 'your', 'comment', 'great']","['i', 'subscrib', 'you', 'just', 'your', 'comment', 'great']"
I like the Mmph version better﻿,0,i like the mmph version better﻿,i like the mmph version better﻿,i like the mmph version better,"['i', 'like', 'the', 'mmph', 'version', 'better']","['i', 'like', 'the', 'mmph', 'version', 'better']","['i', 'like', 'mmph', 'version', 'better']","['i', 'like', 'mmph', 'version', 'better']"
Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?,1,terrance. .thank you for serving our country. how do i &quot;like you&quot; or &quot;subscribe&quot;?,terrance. .thank you for serving our country. how do i &quot;like you&quot; or &quot;subscribe&quot;?,terrance thank you for serving our country how do i like you or subscribe,"['terrance', 'thank', 'you', 'for', 'serving', 'our', 'country', 'how', 'do', 'i', 'like', 'you', 'or', 'subscribe']","['terrance', 'thank', 'you', 'for', 'serving', 'our', 'country', 'how', 'do', 'i', 'like', 'you', 'or', 'subscribe']","['terrance', 'thank', 'you', 'serving', 'country', 'i', 'like', 'you', 'subscribe']","['terranc', 'thank', 'you', 'serv', 'countri', 'i', 'like', 'you', 'subscrib']"
Thumbs up if you listen this in 2015.﻿,0,thumbs up if you listen this in 2015.﻿,thumb up if you listen this in 2015.﻿,thumb up if you listen this in numeric,"['thumb', 'up', 'if', 'you', 'listen', 'this', 'in', 'numeric']","['thumb', 'up', 'if', 'you', 'listen', 'this', 'in', 'numeric']","['thumb', 'you', 'listen', 'numeric']","['thumb', 'you', 'listen', 'numer']"
Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it(: Thanks,1,hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and i will get on to it(: thanks,hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and i will get on to it(: thank,hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and i will get on to it thank,"['hey', 'everyone', 'check', 'out', 'my', 'channel', 'leave', 'a', 'like', 'and', 'subscribe', 'please', 'and', 'if', 'there', 'is', 'a', 'song', 'you', 'want', 'me', 'to', 'do', 'post', 'the', 'name', 'in', 'the', 'comments', 'and', 'i', 'will', 'get', 'on', 'to', 'it', 'thank']","['hey', 'everyone', 'check', 'out', 'my', 'channel', 'leave', 'a', 'like', 'and', 'subscribe', 'please', 'and', 'if', 'there', 'is', 'a', 'song', 'you', 'want', 'me', 'to', 'do', 'post', 'the', 'name', 'in', 'the', 'comments', 'and', 'i', 'will', 'get', 'on', 'to', 'it', 'thank']","['hey', 'everyone', 'check', 'my', 'channel', 'leave', 'like', 'subscribe', 'please', 'song', 'you', 'want', 'me', 'post', 'name', 'comments', 'i', 'will', 'get', 'thank']","['hey', 'everyon', 'check', 'my', 'channel', 'leav', 'like', 'subscrib', 'pleas', 'song', 'you', 'want', 'me', 'post', 'name', 'comment', 'i', 'will', 'get', 'thank']"
do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity,1,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity,do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity,do you want to make some easy money check out my page tvcmcadavid url dont miss out on this opportunity,"['do', 'you', 'want', 'to', 'make', 'some', 'easy', 'money', 'check', 'out', 'my', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'out', 'on', 'this', 'opportunity']","['do', 'you', 'want', 'to', 'make', 'some', 'easy', 'money', 'check', 'out', 'my', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'out', 'on', 'this', 'opportunity']","['you', 'want', 'make', 'some', 'easy', 'money', 'check', 'my', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'opportunity']","['you', 'want', 'make', 'some', 'easi', 'money', 'check', 'my', 'page', 'tvcmcadavid', 'url', 'dont', 'miss', 'opportun']"
Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!,1,hi everyone. we are a duo and we are starting to record freestyles and put them on youtube. if any of you could check it out and like/comment it would mean so much to us because we love doing this. we may not have the best recording equipment but if you listen to our lyrics and rhymes i think you&#39;ll like it. if you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! thank you!,hi everyone. we are a duo and we are starting to record freestyles and put them on youtube. if any of you could check it out and like/comment it would mean so much to us because we love doing this. we may not have the best recording equipment but if you listen to our lyrics and rhymes i think you&#39;ll like it. if you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! thank you!,hi everyone we are a duo and we are starting to record freestyles and put them on youtube if any of you could check it out and like comment it would mean so much to us because we love doing this we may not have the best recording equipment but if you listen to our lyrics and rhymes i think you ll like it if you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers thank you,"['hi', 'everyone', 'we', 'are', 'a', 'duo', 'and', 'we', 'are', 'starting', 'to', 'record', 'freestyles', 'and', 'put', 'them', 'on', 'youtube', 'if', 'any', 'of', 'you', 'could', 'check', 'it', 'out', 'and', 'like', 'comment', 'it', 'would', 'mean', 'so', 'much', 'to', 'us', 'because', 'we', 'love', 'doing', 'this', 'we', 'may', 'not', 'have', 'the', 'best', 'recording', 'equipment', 'but', 'if', 'you', 'listen', 'to', 'our', 'lyrics', 'and', 'rhymes', 'i', 'think', 'you', 'll', 'like', 'it', 'if', 'you', 'do', 'then', 'please', 'subscribe', 'and', 'share', 'because', 'we', 'love', 'making', 'these', 'videos', 'and', 'we', 'want', 'you', 'to', 'like', 'them', 'as', 'much', 'as', 'possible', 'so', 'feel', 'free', 'to', 'comment', 'and', 'give', 'us', 'pointers', 'thank', 'you']","['hi', 'everyone', 'we', 'are', 'a', 'duo', 'and', 'we', 'are', 'starting', 'to', 'record', 'freestyles', 'and', 'put', 'them', 'on', 'youtube', 'if', 'any', 'of', 'you', 'could', 'check', 'it', 'out', 'and', 'like', 'comment', 'it', 'would', 'mean', 'so', 'much', 'to', 'us', 'because', 'we', 'love', 'doing', 'this', 'we', 'may', 'not', 'have', 'the', 'best', 'recording', 'equipment', 'but', 'if', 'you', 'listen', 'to', 'our', 'lyrics', 'and', 'rhymes', 'i', 'think', 'you', 'like', 'it', 'if', 'you', 'do', 'then', 'please', 'subscribe', 'and', 'share', 'because', 'we', 'love', 'making', 'these', 'videos', 'and', 'we', 'want', 'you', 'to', 'like', 'them', 'as', 'much', 'as', 'possible', 'so', 'feel', 'free', 'to', 'comment', 'and', 'give', 'us', 'pointers', 'thank', 'you']","['hi', 'everyone', 'duo', 'starting', 'record', 'freestyles', 'put', 'youtube', 'any', 'you', 'could', 'check', 'like', 'comment', 'would', 'mean', 'so', 'much', 'us', 'love', 'may', 'not', 'best', 'recording', 'equipment', 'you', 'listen', 'lyrics', 'rhymes', 'i', 'think', 'you', 'like', 'you', 'please', 'subscribe', 'share', 'love', 'making', 'videos', 'want', 'you', 'like', 'much', 'possible', 'so', 'feel', 'free', 'comment', 'give', 'us', 'pointers', 'thank', 'you']","['hi', 'everyon', 'duo', 'start', 'record', 'freestyl', 'put', 'youtub', 'ani', 'you', 'could', 'check', 'like', 'comment', 'would', 'mean', 'so', 'much', 'us', 'love', 'may', 'not', 'best', 'record', 'equip', 'you', 'listen', 'lyric', 'rhyme', 'i', 'think', 'you', 'like', 'you', 'pleas', 'subscrib', 'share', 'love', 'make', 'video', 'want', 'you', 'like', 'much', 'possibl', 'so', 'feel', 'free', 'comment', 'give', 'us', 'pointer', 'thank', 'you']"
For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR,1,for all you ladies out there......  check out this link!  you&#39;ll find the hottest hairstyles and the latest trends for women!  go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  don&#39;t get left behind!     ---&gt;   goo.gl\bxrosr,for all you ladies out there......  check out this link!  you&#39;ll find the hottest hairstyles and the latest trends for woman!  go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  don&#39;t get left behind!     ---&gt;   goo.gl\bxrosr,for all you ladies out there check out this link you ll find the hottest hairstyles and the latest trends for woman go to this site and you ll upgrade your hairstyles and fashion senses to a higher level don t get left behind goo gl bxrosr,"['for', 'all', 'you', 'ladies', 'out', 'there', 'check', 'out', 'this', 'link', 'you', 'll', 'find', 'the', 'hottest', 'hairstyles', 'and', 'the', 'latest', 'trends', 'for', 'woman', 'go', 'to', 'this', 'site', 'and', 'you', 'll', 'upgrade', 'your', 'hairstyles', 'and', 'fashion', 'senses', 'to', 'a', 'higher', 'level', 'don', 't', 'get', 'left', 'behind', 'goo', 'gl', 'bxrosr']","['for', 'all', 'you', 'ladies', 'out', 'there', 'check', 'out', 'this', 'link', 'you', 'find', 'the', 'hottest', 'hairstyles', 'and', 'the', 'latest', 'trends', 'for', 'woman', 'go', 'to', 'this', 'site', 'and', 'you', 'upgrade', 'your', 'hairstyles', 'and', 'fashion', 'senses', 'to', 'a', 'higher', 'level', 'don', 'get', 'left', 'behind', 'goo', 'bxrosr']","['all', 'you', 'ladies', 'check', 'link', 'you', 'find', 'hottest', 'hairstyles', 'latest', 'trends', 'woman', 'go', 'site', 'you', 'upgrade', 'your', 'hairstyles', 'fashion', 'senses', 'higher', 'level', 'get', 'left', 'behind', 'goo', 'bxrosr']","['all', 'you', 'ladi', 'check', 'link', 'you', 'find', 'hottest', 'hairstyl', 'latest', 'trend', 'woman', 'go', 'site', 'you', 'upgrad', 'your', 'hairstyl', 'fashion', 'sens', 'higher', 'level', 'get', 'left', 'behind', 'goo', 'bxrosr']"
Hi I am from bangladesh 💜﻿,0,hi i am from bangladesh 💜﻿,hi i am from bangladesh 💜﻿,hi i am from bangladesh purple_heart,"['hi', 'i', 'am', 'from', 'bangladesh', 'purple_heart']","['hi', 'i', 'am', 'from', 'bangladesh', 'purple_heart']","['hi', 'i', 'bangladesh', 'purple_heart']","['hi', 'i', 'bangladesh', 'purple_heart']"
Is that Megan Fox?﻿,0,is that megan fox?﻿,is that megan fox?﻿,is that megan fox,"['is', 'that', 'megan', 'fox']","['is', 'that', 'megan', 'fox']","['megan', 'fox']","['megan', 'fox']"
Fire..﻿,0,fire..﻿,fire..﻿,fire,['fire'],['fire'],['fire'],['fire']
EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN&#39; GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...,1,eminem fans!!!  - check out the new song &quot;feelin&#39; good&quot; by j-d-p  just click the &quot;ghostpoet100&quot; link above this post  thank you all...,eminem fans!!!  - check out the new song &quot;feelin&#39; good&quot; by j-d-p  just click the &quot;ghostpoet100&quot; link above this post  thank you all...,eminem fans check out the new song feelin good by jdp just click the ghostpoet100 link above this post thank you all,"['eminem', 'fans', 'check', 'out', 'the', 'new', 'song', 'feelin', 'good', 'by', 'jdp', 'just', 'click', 'the', 'ghostpoet100', 'link', 'above', 'this', 'post', 'thank', 'you', 'all']","['eminem', 'fans', 'check', 'out', 'the', 'new', 'song', 'feelin', 'good', 'by', 'jdp', 'just', 'click', 'the', 'ghostpoet100', 'link', 'above', 'this', 'post', 'thank', 'you', 'all']","['eminem', 'fans', 'check', 'new', 'song', 'feelin', 'good', 'jdp', 'just', 'click', 'ghostpoet100', 'link', 'post', 'thank', 'you', 'all']","['eminem', 'fan', 'check', 'new', 'song', 'feelin', 'good', 'jdp', 'just', 'click', 'ghostpoet100', 'link', 'post', 'thank', 'you', 'all']"
Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks,1,hi guys im an upcoming rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all haters are welcome to :) thanks,hi guys im an upcoming rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all haters are welcome to :) thank,hi guys im an upcoming rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all haters are welcome to thank,"['hi', 'guys', 'im', 'an', 'upcoming', 'rapper', 'if', 'you', 'could', 'check', 'out', 'my', 'channel', 'and', 'tell', 'me', 'what', 'you', 'think', 'maybe', 'subscribe', 'or', 'like', 'i', 'would', 'really', 'appreciate', 'it', 'all', 'haters', 'are', 'welcome', 'to', 'thank']","['hi', 'guys', 'an', 'upcoming', 'rapper', 'if', 'you', 'could', 'check', 'out', 'my', 'channel', 'and', 'tell', 'me', 'what', 'you', 'think', 'maybe', 'subscribe', 'or', 'like', 'i', 'would', 'really', 'appreciate', 'it', 'all', 'haters', 'are', 'welcome', 'to', 'thank']","['hi', 'guys', 'upcoming', 'rapper', 'you', 'could', 'check', 'my', 'channel', 'tell', 'me', 'you', 'think', 'maybe', 'subscribe', 'like', 'i', 'would', 'really', 'appreciate', 'all', 'haters', 'welcome', 'thank']","['hi', 'guy', 'upcom', 'rapper', 'you', 'could', 'check', 'my', 'channel', 'tell', 'me', 'you', 'think', 'mayb', 'subscrib', 'like', 'i', 'would', 'realli', 'appreci', 'all', 'hater', 'welcom', 'thank']"
"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH ",1,"check out this new video i made called &quot;we love mind master it&quot;, thank u so much ","check out this new video i made called &quot;we love mind master it&quot;, thank you so much ",check out this new video i made called we love mind master it thank you so much,"['check', 'out', 'this', 'new', 'video', 'i', 'made', 'called', 'we', 'love', 'mind', 'master', 'it', 'thank', 'you', 'so', 'much']","['check', 'out', 'this', 'new', 'video', 'i', 'made', 'called', 'we', 'love', 'mind', 'master', 'it', 'thank', 'you', 'so', 'much']","['check', 'new', 'video', 'i', 'made', 'called', 'love', 'mind', 'master', 'thank', 'you', 'so', 'much']","['check', 'new', 'video', 'i', 'made', 'call', 'love', 'mind', 'master', 'thank', 'you', 'so', 'much']"
I love the way you lie﻿,0,i love the way you lie﻿,i love the way you lie﻿,i love the way you lie,"['i', 'love', 'the', 'way', 'you', 'lie']","['i', 'love', 'the', 'way', 'you', 'lie']","['i', 'love', 'way', 'you', 'lie']","['i', 'love', 'way', 'you', 'lie']"
hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1,hey its m.e.s here i&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,hey its m.e.s here i&#39;m a young up and coming rapper and i want to get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a subscribe if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribe and 4000 views on my first video ive been told i have potential,hey its m e s here i m a young up and coming rapper and i want to get my music heard i know spam wont get me fame but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a subscribe if you enjoy yourself im just getting started so i really appreciate those who take time to leave constructive criticism i already got numeric subscribe and numeric views on my first video ive been told i have potential,"['hey', 'its', 'm', 'e', 's', 'here', 'i', 'm', 'a', 'young', 'up', 'and', 'coming', 'rapper', 'and', 'i', 'want', 'to', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'but', 'at', 'the', 'moment', 'i', 'got', 'no', 'way', 'of', 'getting', 'a', 'little', 'attention', 'so', 'please', 'do', 'me', 'a', 'favour', 'and', 'check', 'out', 'my', 'channel', 'and', 'drop', 'a', 'subscribe', 'if', 'you', 'enjoy', 'yourself', 'im', 'just', 'getting', 'started', 'so', 'i', 'really', 'appreciate', 'those', 'who', 'take', 'time', 'to', 'leave', 'constructive', 'criticism', 'i', 'already', 'got', 'numeric', 'subscribe', 'and', 'numeric', 'views', 'on', 'my', 'first', 'video', 'ive', 'been', 'told', 'i', 'have', 'potential']","['hey', 'its', 'here', 'i', 'a', 'young', 'up', 'and', 'coming', 'rapper', 'and', 'i', 'want', 'to', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'but', 'at', 'the', 'moment', 'i', 'got', 'no', 'way', 'of', 'getting', 'a', 'little', 'attention', 'so', 'please', 'do', 'me', 'a', 'favour', 'and', 'check', 'out', 'my', 'channel', 'and', 'drop', 'a', 'subscribe', 'if', 'you', 'enjoy', 'yourself', 'just', 'getting', 'started', 'so', 'i', 'really', 'appreciate', 'those', 'who', 'take', 'time', 'to', 'leave', 'constructive', 'criticism', 'i', 'already', 'got', 'numeric', 'subscribe', 'and', 'numeric', 'views', 'on', 'my', 'first', 'video', 'ive', 'been', 'told', 'i', 'have', 'potential']","['hey', 'i', 'young', 'coming', 'rapper', 'i', 'want', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'moment', 'i', 'got', 'no', 'way', 'getting', 'little', 'attention', 'so', 'please', 'me', 'favour', 'check', 'my', 'channel', 'drop', 'subscribe', 'you', 'enjoy', 'yourself', 'just', 'getting', 'started', 'so', 'i', 'really', 'appreciate', 'take', 'time', 'leave', 'constructive', 'criticism', 'i', 'already', 'got', 'numeric', 'subscribe', 'numeric', 'views', 'my', 'first', 'video', 'ive', 'told', 'i', 'potential']","['hey', 'i', 'young', 'come', 'rapper', 'i', 'want', 'get', 'my', 'music', 'heard', 'i', 'know', 'spam', 'wont', 'get', 'me', 'fame', 'moment', 'i', 'got', 'no', 'way', 'get', 'littl', 'attent', 'so', 'pleas', 'me', 'favour', 'check', 'my', 'channel', 'drop', 'subscrib', 'you', 'enjoy', 'yourself', 'just', 'get', 'start', 'so', 'i', 'realli', 'appreci', 'take', 'time', 'leav', 'construct', 'critic', 'i', 'alreadi', 'got', 'numer', 'subscrib', 'numer', 'view', 'my', 'first', 'video', 'ive', 'told', 'i', 'potenti']"
Love the way you lie II is nicer in my opinion. :D﻿,0,love the way you lie ii is nicer in my opinion. :d﻿,love the way you lie ii is nicer in my opinion. :d﻿,love the way you lie ii is nicer in my opinion d,"['love', 'the', 'way', 'you', 'lie', 'ii', 'is', 'nicer', 'in', 'my', 'opinion', 'd']","['love', 'the', 'way', 'you', 'lie', 'is', 'nicer', 'in', 'my', 'opinion']","['love', 'way', 'you', 'lie', 'nicer', 'my', 'opinion']","['love', 'way', 'you', 'lie', 'nicer', 'my', 'opinion']"
Almost to a billion :)﻿,0,almost to a billion :)﻿,almost to a billion :)﻿,almost to a billion,"['almost', 'to', 'a', 'billion']","['almost', 'to', 'a', 'billion']","['almost', 'billion']","['almost', 'billion']"
If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.﻿,0,if you are a person that loves real music you should listen to &quot;cruz supat&quot;<br />he is awesome as fuck!!! just as eminem used to be.﻿,if you are a person that love real music you should listen to &quot;cruz supat&quot;<br />he is awesome as fuck!!! just as eminem used to be.﻿,if you are a person that love real music you should listen to cruz supat he is awesome as fuck just as eminem used to be,"['if', 'you', 'are', 'a', 'person', 'that', 'love', 'real', 'music', 'you', 'should', 'listen', 'to', 'cruz', 'supat', 'he', 'is', 'awesome', 'as', 'fuck', 'just', 'as', 'eminem', 'used', 'to', 'be']","['if', 'you', 'are', 'a', 'person', 'that', 'love', 'real', 'music', 'you', 'should', 'listen', 'to', 'cruz', 'supat', 'he', 'is', 'awesome', 'as', 'fuck', 'just', 'as', 'eminem', 'used', 'to', 'be']","['you', 'person', 'love', 'real', 'music', 'you', 'should', 'listen', 'cruz', 'supat', 'awesome', 'fuck', 'just', 'eminem', 'used']","['you', 'person', 'love', 'real', 'music', 'you', 'should', 'listen', 'cruz', 'supat', 'awesom', 'fuck', 'just', 'eminem', 'use']"
Also check out D.j.j where do i go now and road to recovery,1,also check out d.j.j where do i go now and road to recovery,also check out d.j.j where do i go now and road to recovery,also check out d j j where do i go now and road to recovery,"['also', 'check', 'out', 'd', 'j', 'j', 'where', 'do', 'i', 'go', 'now', 'and', 'road', 'to', 'recovery']","['also', 'check', 'out', 'where', 'do', 'i', 'go', 'now', 'and', 'road', 'to', 'recovery']","['also', 'check', 'i', 'go', 'now', 'road', 'recovery']","['also', 'check', 'i', 'go', 'now', 'road', 'recoveri']"
Charlie got off the island and dated Megan Fox? b-but what about claire?﻿,0,charlie got off the island and dated megan fox? b-but what about claire?﻿,charlie got off the island and dated megan fox? b-but what about claire?﻿,charlie got off the island and dated megan fox b but what about claire,"['charlie', 'got', 'off', 'the', 'island', 'and', 'dated', 'megan', 'fox', 'b', 'but', 'what', 'about', 'claire']","['charlie', 'got', 'off', 'the', 'island', 'and', 'dated', 'megan', 'fox', 'but', 'what', 'about', 'claire']","['charlie', 'got', 'island', 'dated', 'megan', 'fox', 'claire']","['charli', 'got', 'island', 'date', 'megan', 'fox', 'clair']"
Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !,1,hi guys ! !  check out my remixes ! !  thanx you&#39;re great ! ! swag ! !,hi guys ! !  check out my remix ! !  thank you&#39;re great ! ! swag ! !,hi guys check out my remix thank you re great swag,"['hi', 'guys', 'check', 'out', 'my', 'remix', 'thank', 'you', 're', 'great', 'swag']","['hi', 'guys', 'check', 'out', 'my', 'remix', 'thank', 'you', 'great', 'swag']","['hi', 'guys', 'check', 'my', 'remix', 'thank', 'you', 'great', 'swag']","['hi', 'guy', 'check', 'my', 'remix', 'thank', 'you', 'great', 'swag']"
"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!",1,"please check out my youtube channel! just uploaded my first youtube video please check it out, you will not regret it!","please check out my youtube channel! just uploaded my first youtube video please check it out, you will not regret it!",please check out my youtube channel just uploaded my first youtube video please check it out you will not regret it,"['please', 'check', 'out', 'my', 'youtube', 'channel', 'just', 'uploaded', 'my', 'first', 'youtube', 'video', 'please', 'check', 'it', 'out', 'you', 'will', 'not', 'regret', 'it']","['please', 'check', 'out', 'my', 'youtube', 'channel', 'just', 'uploaded', 'my', 'first', 'youtube', 'video', 'please', 'check', 'it', 'out', 'you', 'will', 'not', 'regret', 'it']","['please', 'check', 'my', 'youtube', 'channel', 'just', 'uploaded', 'my', 'first', 'youtube', 'video', 'please', 'check', 'you', 'will', 'not', 'regret']","['pleas', 'check', 'my', 'youtub', 'channel', 'just', 'upload', 'my', 'first', 'youtub', 'video', 'pleas', 'check', 'you', 'will', 'not', 'regret']"
Eminem best rapper all the time﻿,0,eminem best rapper all the time﻿,eminem best rapper all the time﻿,eminem best rapper all the time,"['eminem', 'best', 'rapper', 'all', 'the', 'time']","['eminem', 'best', 'rapper', 'all', 'the', 'time']","['eminem', 'best', 'rapper', 'all', 'time']","['eminem', 'best', 'rapper', 'all', 'time']"
Omg! This guy sounds like an american professor green﻿,0,omg! this guy sounds like an american professor green﻿,oh my god! this guy sounds like an american professor green﻿,oh my god this guy sounds like an american professor green,"['oh', 'my', 'god', 'this', 'guy', 'sounds', 'like', 'an', 'american', 'professor', 'green']","['oh', 'my', 'god', 'this', 'guy', 'sounds', 'like', 'an', 'american', 'professor', 'green']","['oh', 'my', 'god', 'guy', 'sounds', 'like', 'american', 'professor', 'green']","['oh', 'my', 'god', 'guy', 'sound', 'like', 'american', 'professor', 'green']"
thumbs up if you think this should have 1 billion views﻿,0,thumbs up if you think this should have 1 billion views﻿,thumb up if you think this should have 1 billion views﻿,thumb up if you think this should have numeric billion views,"['thumb', 'up', 'if', 'you', 'think', 'this', 'should', 'have', 'numeric', 'billion', 'views']","['thumb', 'up', 'if', 'you', 'think', 'this', 'should', 'have', 'numeric', 'billion', 'views']","['thumb', 'you', 'think', 'should', 'numeric', 'billion', 'views']","['thumb', 'you', 'think', 'should', 'numer', 'billion', 'view']"
Lemme Top Comments Please!!﻿,0,lemme top comments please!!﻿,let me top comments please!!﻿,let me top comments please,"['let', 'me', 'top', 'comments', 'please']","['let', 'me', 'top', 'comments', 'please']","['let', 'me', 'top', 'comments', 'please']","['let', 'me', 'top', 'comment', 'pleas']"
i love this song﻿,0,i love this song﻿,i love this song﻿,i love this song,"['i', 'love', 'this', 'song']","['i', 'love', 'this', 'song']","['i', 'love', 'song']","['i', 'love', 'song']"
My favorite song 💗💗💗💗﻿,0,my favorite song 💗💗💗💗﻿,my favorite song 💗💗💗💗﻿,my favorite song growing_heart growing_heart growing_heart growing_heart,"['my', 'favorite', 'song', 'growing_heart', 'growing_heart', 'growing_heart', 'growing_heart']","['my', 'favorite', 'song', 'growing_heart', 'growing_heart', 'growing_heart', 'growing_heart']","['my', 'favorite', 'song', 'growing_heart', 'growing_heart', 'growing_heart', 'growing_heart']","['my', 'favorit', 'song', 'growing_heart', 'growing_heart', 'growing_heart', 'growing_heart']"
tryna work with some rappers check out the ones i already have on my channel,1,tryna work with some rappers check out the ones i already have on my channel,try work with some rappers check out the ones i already have on my channel,try work with some rappers check out the ones i already have on my channel,"['try', 'work', 'with', 'some', 'rappers', 'check', 'out', 'the', 'ones', 'i', 'already', 'have', 'on', 'my', 'channel']","['try', 'work', 'with', 'some', 'rappers', 'check', 'out', 'the', 'ones', 'i', 'already', 'have', 'on', 'my', 'channel']","['try', 'work', 'some', 'rappers', 'check', 'ones', 'i', 'already', 'my', 'channel']","['tri', 'work', 'some', 'rapper', 'check', 'one', 'i', 'alreadi', 'my', 'channel']"
